DOI
10.1016/j.rineng.2025.105047
10.1016/j.ultrasmedbio.2025.04.009
10.1038/s41380-025-03273-w
10.1038/s41467-023-42438-5
10.1038/s41598-024-63831-0
10.1038/s41598-024-74360-1
10.1038/s41598-024-80260-1
10.1038/s41598-024-83357-9
10.1038/s41598-025-04631-y
10.1038/s41598-025-05324-2
10.1038/s41598-025-11263-9
10.1038/s41598-025-22545-7
10.1038/s41598-025-22986-0
10.1038/s41598-025-23234-1
10.1038/s41598-025-23846-7
10.1038/s41598-025-25052-x
10.1038/s41598-025-25739-1
10.1080/10255842.2023.2185477
10.1101/2024.11.19.624335
10.1101/2024.12.01.24318269
10.1101/2025.01.30.25321353
10.1101/2025.10.07.25337263
10.1109/aaiac60008.2023.10465280
10.1109/access.2024.3367430
10.1109/access.2024.3495518
10.1109/access.2025.3572202
10.1109/acit62805.2024.10877037
10.1109/afros62115.2024.11036906
10.1109/icmisi61517.2024.10580506
10.1109/icnas59892.2023.10330477
10.1109/icngn63705.2024.10871295
10.1109/ictas56421.2023.10082744
10.1109/ictis62692.2024.10894073
10.1109/imsa58542.2023.10217437
10.1109/imsa58542.2023.10217733
10.1109/imsa61967.2024.10652699
10.1109/imsa61967.2024.10652749
10.1109/imsa65733.2025.11167097
10.1109/imsa65733.2025.11167259
10.1109/iraset57153.2023.10153040
10.1109/iscmi63661.2024.10851700
10.1109/itc-egypt66095.2025.11186586
10.1109/miucc66482.2025.11196830
10.1109/q-bats63267.2024.10873931
10.1109/seb4sdg60871.2024.10630058
10.1109/smartblock4africa61928.2024.10779532
10.1109/wetice57085.2023.10477841
10.1109/wids-psu57071.2023.00048
10.1117/12.3055064
10.1145/3589883.3589887
10.1155/2023/1406060
10.1155/2023/6070970
10.1155/2023/8921220
10.1155/2024/6688934
10.1155/int/9722173
10.1159/000539767
10.11591/eei.v13i6.8298
10.11591/ijece.v14i6.pp7266-7274
10.11591/ijeecs.v31.i3.pp1656-1664
10.11591/ijeecs.v33.i2.pp1076-1083
10.11648/j.ijdsa.20251106.11
10.11648/j.mlr.20251002.17
10.1177/14604582241285769
10.1177/14604582251363519
10.1186/s12859-023-05518-3
10.1186/s13036-023-00340-0
10.1186/s40537-025-01070-4
10.1186/s43067-025-00243-8
10.1186/s43163-025-00907-2
10.1186/s44398-025-00006-5
10.1249/01.mss.0000982984.06927.c4
10.1371/journal.pdig.0000541
10.1371/journal.pdig.0000713
10.1371/journal.pntd.0012041
10.19139/soic-2310-5070-2271
10.21203/rs.3.rs-2757783/v1
10.21203/rs.3.rs-4976943/v1
10.21203/rs.3.rs-8019155/v1
10.21608/ijasri.2024.266603.1014
10.21608/ijt.2024.293555.1056
10.21608/ijt.2025.359269.1083
10.21608/njccs.2025.415897.1053
10.2196/54388
10.22630/mgv.2023.32.1.5
10.3233/bme-222542
10.32604/csse.2023.037812
10.3389/fendo.2025.1486350
10.3389/fepid.2023.1233323
10.3389/fmed.2024.1498403
10.3389/fped.2024.1388820
10.3389/frai.2023.1339988
10.3390/app13063937
10.3390/arm92050037
10.3390/bdcc9070170
10.3390/bioengineering12040356
10.3390/bioengineering12060651
10.3390/biomedinformatics5030035
10.3390/biomimetics8070552
10.3390/cancers15030885
10.3390/data10010004
10.3390/diagnostics13030534
10.3390/diagnostics14121308
10.3390/diagnostics15020207
10.3390/info16030208
10.3390/jcm14020350
10.3390/jimaging10120297
10.3390/jpm14080856
10.3390/make6040127
10.3390/math12162490
10.3390/s23167295
10.3390/tropicalmed10060167
10.37432/jieph-confpro5-00263
10.4018/ijaiml.373196
10.4236/ojapps.2025.154078
10.4236/wjns.2025.154028
10.47191/ijmcr/v12i8.05
10.48084/etasr.11526
10.48084/etasr.14206
10.53508/ijiam.1407152
10.54327/set2025/v5.i1.189
10.7759/cureus.83503
10.9734/ajrcos/2023/v16i2336
10.1002/adts.202501393
10.1002/ail2.70016
10.1002/brb3.70450
10.1002/cam4.7355
10.1002/dad2.70090
10.1002/eng2.12667
10.1002/eng2.70001
10.1007/s00521-024-09900-x
10.1007/s11042-023-15738-7
10.1007/s11042-023-17082-2
10.1007/s11042-023-17212-w
10.1007/s11042-024-18802-y
10.1007/s11042-024-18970-x
10.1007/s11220-025-00617-2
10.1007/s11227-025-07330-7
10.1007/s11760-024-03115-2
10.1007/s13042-025-02621-0
10.1007/s13246-025-01609-y
10.1007/s40808-024-02169-y
10.1007/s41870-024-02123-2
10.1007/s44248-025-00070-2
10.1016/j.aej.2023.01.029
10.1016/j.artmed.2023.102618
10.1016/j.bspc.2023.105565
10.1016/j.chemolab.2024.105145
10.1016/j.cmpbup.2024.100169
10.1016/j.cmpbup.2025.100221
10.1016/j.compbiolchem.2023.107878
10.1016/j.compbiomed.2024.109399
10.1016/j.compbiomed.2025.110131
10.1016/j.compbiomed.2025.110167
10.1016/j.compbiomed.2025.110597
10.1016/j.dsm.2022.10.001
10.1016/j.engappai.2024.109720
10.1016/j.engappai.2025.110827
10.1016/j.gaitpost.2023.07.017
10.1016/j.heliyon.2024.e38731
10.1016/j.jogoh.2025.103039
10.1016/j.psychres.2025.116698
10.1038/s41598-023-31542-7
10.1038/s41598-023-47934-8
10.1038/s41598-024-54699-1
10.1038/s41598-024-54795-2
10.1038/s41598-024-61693-0
10.1038/s41598-024-61876-9
10.1038/s41598-024-72013-x
10.1038/s41598-024-72382-3
10.1038/s41598-024-82420-9
10.1038/s41598-024-84478-x
10.1038/s41598-025-00401-y
10.1038/s41598-025-09524-8
10.1038/s41598-025-10231-7
10.1038/s41598-025-13475-5
10.1038/s41598-025-14128-3
10.1038/s41598-025-15984-9
10.1038/s41598-025-21301-1
10.1038/s41598-025-28387-7
10.1038/s41598-025-28637-8
10.1038/s41598-025-87767-1
10.1038/s41598-025-96149-6
10.1038/s41598-025-98205-7
10.1038/s41598-025-98654-0
10.1051/itmconf/20246902004
10.1080/1206212x.2024.2389342
10.1080/20008066.2025.2589709
10.1080/24751839.2025.2454053
10.1080/27690911.2023.2220872
10.1088/2057-1976/ad40b0
10.1088/2057-1976/ad9c7e
10.1093/jnci/djaf070
10.1097/qai.0000000000003108
10.1101/2023.05.22.23290327
10.1101/2023.11.10.23298366
10.1101/2023.11.22.23298939
10.1101/2025.02.24.25322514
10.1101/2025.10.18.25338267
10.1101/2025.10.23.25338536
10.1101/2025.11.20.25340654
10.1109/access.2023.3308075
10.1109/access.2024.3377659
10.1109/access.2024.3384359
10.1109/access.2024.3428446
10.1109/access.2024.3442080
10.1109/access.2025.3525514
10.1109/access.2025.3566332
10.1109/aibthings66987.2025.11296179
10.1109/amcai59331.2023.10431510
10.1109/cce62852.2024.10770955
10.1109/codit62066.2024.10708516
10.1109/dese60595.2023.10469092
10.1109/icbats66542.2025.11258432
10.1109/icecer62944.2024.10920425
10.1109/iceeat60471.2023.10426611
10.1109/icetas62372.2024.11120085
10.1109/icmisi65108.2025.11115246
10.1109/icmisi65108.2025.11115471
10.1109/icnas59892.2023.10330504
10.1109/icspis63676.2024.10812629
10.1109/ict4da59526.2023.10302262
10.1109/ictas64866.2025.11155420
10.1109/ictis62692.2024.10894447
10.1109/imsa65733.2025.11167007
10.1109/ispa59904.2024.10536701
10.1109/ispa59904.2024.10536702
10.1109/ispa59904.2024.10536738
10.1109/ithings-greencom-cpscom-smartdata-cybermatics62450.2024.00060
10.1109/miucc58832.2023.10278304
10.1109/miucc66482.2025.11196806
10.1109/nigercon62786.2024.10926971
10.1109/nigercon62786.2024.10927131
10.1109/niles63360.2024.10753181
10.1109/niles63360.2024.10753220
10.1109/seb4sdg60871.2024.10630016
10.1109/seb4sdg60871.2024.10630308
10.1109/smartblock4africa61928.2024.10779549
10.1109/smartnets65254.2025.11106846
10.1109/ssd64182.2025.10989852
10.1136/bjo-2022-322683
10.1142/s0219622023300045
10.1145/3644713.3644759
10.1155/2023/2457898
10.1155/2023/3830857
10.1155/2024/8997093
10.1155/acis/7394597
10.11591/ijece.v14i3.pp3094-3105
10.11591/ijece.v15i5.pp4751-4761
10.11648/j.ijdsa.20241001.12
10.11648/j.mlr.20240901.12
10.1177/20552076231207593
10.1177/20552076251336853
10.1177/22799036251373012
10.1177/23779608231185873
10.1186/s12880-024-01333-1
10.1186/s12880-024-01394-2
10.1186/s12880-025-01709-x
10.1186/s12911-024-02553-9
10.1186/s12911-024-02690-1
10.1186/s12911-025-02917-9
10.1186/s12911-025-02921-z
10.1186/s13040-023-00319-z
10.1186/s40537-023-00714-7
10.1186/s43055-023-01136-4
10.1186/s43067-024-00142-4
10.1210/jendso/bvaf149.1034
10.1210/jendso/bvaf149.1296
10.1371/journal.pntd.0011967
10.1371/journal.pone.0314154
10.1371/journal.pone.0328402
10.18535/ijecs/v13i09.4887
10.21123/bsj.2024.9422
10.21203/rs.3.rs-4119506/v1
10.21203/rs.3.rs-4359019/v1
10.21203/rs.3.rs-4438341/v1
10.21203/rs.3.rs-5094249/v1
10.21203/rs.3.rs-5950552/v1
10.21203/rs.3.rs-7425776/v1
10.21203/rs.3.rs-7767416/v1
10.21608/djis.2025.349439.1003
10.21608/ijaici.2025.354921.1008
10.2174/0115734056258742230920062315
10.2196/51912
10.2196/53625
10.23919/ist-africa63983.2024.10569916
10.31127/tuje.1434305
10.32604/cmc.2023.037543
10.3389/fonc.2025.1618349
10.3389/fphys.2025.1684693
10.3389/fpubh.2025.1416273
10.3389/frai.2023.1230649
10.3390/app131810310
10.3390/app15137181
10.3390/bioengineering11080822
10.3390/bioengineering11121290
10.3390/biomimetics10120803
10.3390/cancers16223777
10.3390/diagnostics13111942
10.3390/diagnostics13203211
10.3390/diagnostics14232638
10.3390/jsan14030049
10.3390/s23135862
10.35882/mjbv9v19
10.3934/math.2024376
10.3991/ijoe.v20i08.47765
10.4015/s1016237225500152
10.4018/ijskd.352848
10.4018/ijssmet.313175
10.4103/jod.jod_103_24
10.4236/jcc.2024.123010
10.47391/jpma.egy-s4-48
10.54327/set2024/v4.i2.149
10.5539/ijsp.v13n4p42
10.56919/usci.2542.026
10.7759/cureus.47328
10.1002/ail2.70012
10.1002/alz70856_102116
10.1002/alz70858_096925
10.1002/alz70862_109999
10.1002/eng2.12678
10.1002/ima.23106
10.1002/ima.70169
10.1002/puh2.70135
10.1007/s00521-024-09966-7
10.1007/s11042-023-17305-6
10.1007/s11135-025-02315-3
10.1007/s11220-024-00503-3
10.1007/s11276-023-03566-4
10.1007/s11357-024-01438-z
10.1007/s12530-024-09611-7
10.1007/s12672-025-02279-8
10.1007/s13369-024-09623-0
10.1007/s13370-025-01402-w
10.1007/s42452-025-06735-6
10.1007/s43926-024-00063-8
10.1007/s44250-025-00190-1
10.1007/s44443-025-00234-9
10.1016/j.aej.2025.03.098
10.1016/j.bspc.2024.107269
10.1016/j.bspc.2025.107747
10.1016/j.compbiolchem.2024.108110
10.1016/j.compbiomed.2024.108726
10.1016/j.compbiomed.2025.110836
10.1016/j.ejmp.2024.104870
10.1016/j.ibmed.2024.100191
10.1016/j.ijmedinf.2024.105529
10.1016/j.ijmedinf.2025.106093
10.1016/j.inhs.2025.100044
10.1016/j.mlwa.2025.100687
10.1016/j.neuroscience.2025.05.004
10.1016/j.procs.2024.05.026
10.1016/j.procs.2024.09.355
10.1016/j.procs.2025.10.216
10.1016/j.retram.2025.103526
10.1016/j.rineng.2025.104370
10.1016/j.sab.2023.106671
10.1016/j.schres.2024.07.015
10.1016/j.sciaf.2023.e01716
10.1016/j.ultrasmedbio.2023.12.023
10.1016/s2589-7500(23)00149-8
10.1038/s41467-025-64391-1
10.1038/s41598-023-40717-1
10.1038/s41598-023-49337-1
10.1038/s41598-024-64209-y
10.1038/s41598-024-74656-2
10.1038/s41598-024-80570-4
10.1038/s41598-024-80926-w
10.1038/s41598-025-04784-w
10.1038/s41598-025-12216-y
10.1038/s41598-025-15656-8
10.1038/s41598-025-21761-5
10.1038/s41598-025-26583-z
10.1038/s41598-025-92493-9
10.1051/bioconf/20249700014
10.1051/e3sconf/202341201093
10.1055/a-2669-7933
10.1063/5.0184741
10.1080/08839514.2024.2340386
10.1080/13682199.2025.2558374
10.1080/23311916.2024.2325635
10.1088/1361-6560/ad9076
10.1088/2631-8695/adf9c3
10.1093/geronb/gbaf023
10.1093/jscdis/yoaf020
10.1101/2024.06.07.24308404
10.1101/2025.04.01.646719
10.1109/access.2023.3233969
10.1109/access.2023.3308446
10.1109/access.2023.3312343
10.1109/access.2023.3319293
10.1109/access.2023.3326369
10.1109/access.2024.3475550
10.1109/access.2024.3494839
10.1109/acit62805.2024.10877001
10.1109/cloudtech58737.2023.10366058
10.1109/ic_aset65966.2025.11232197
10.1109/icbats66542.2025.11258376
10.1109/iccit58132.2023.10273967
10.1109/iccsc66714.2025.11134977
10.1109/icdici62993.2024.10810898
10.1109/icetsis61505.2024.10459581
10.1109/icicis58388.2023.10391179
10.1109/icrpset64863.2024.10955815
10.1109/icstsn57873.2023.10151538
10.1109/ict62760.2024.10606122
10.1109/imsa58542.2023.10217418
10.1109/imsa58542.2023.10217593
10.1109/imsa61967.2024.10652787
10.1109/iraset57153.2023.10153010
10.1109/iraset64571.2025.11008288
10.1109/isncc66965.2025.11250422
10.1109/isnib64820.2025.10983256
10.1109/nrsc61581.2024.10510531
10.1109/odicon62106.2024.10797514
10.1109/rem63063.2024.10735600
10.1109/seb4sdg60871.2024.10629781
10.1109/smartblock4health64843.2025.11189558
10.1109/smartnets61466.2024.10577725
10.1109/ssd58187.2023.10411169
10.1111/hae.14815
10.1142/s0218213023400067
10.1155/2023/3567194
10.1155/acis/1989813
10.11591/eei.v14i5.10028
10.11591/eei.v14i6.10730
10.11591/ijece.v15i1.pp1162-1174
10.11648/j.ajai.20250902.15
10.11648/j.bsi.20251003.12
10.1177/11795972241278907
10.1177/11795972241283101
10.1177/20552076251344135
10.1186/s12880-024-01227-2
10.1186/s12880-024-01267-8
10.1186/s12887-025-05659-9
10.1186/s12889-024-19196-0
10.1186/s12911-024-02519-x
10.1186/s12911-024-02780-0
10.1186/s12911-025-02889-w
10.1186/s12913-024-12184-5
10.1186/s13040-024-00370-4
10.1186/s13040-025-00505-1
10.1186/s13195-023-01250-5
10.1186/s43067-025-00238-5
10.1371/journal.pdig.0000543
10.1371/journal.pgph.0001466
10.1371/journal.pgph.0001950
10.1371/journal.pntd.0013429
10.1371/journal.pone.0312447
10.1371/journal.pone.0330899
10.1515/bmt-2024-0433
10.18196/jrc.v6i1.23302
10.21608/ijt.2024.280957.1045
10.21608/ijt.2025.338194.1067
10.21608/ijt.2025.354319.1078
10.21608/kjis.2023.220954.1015
10.2174/0115734056317489240808094924
10.2196/47014
10.23919/ist-africa67297.2025.11060550
10.2458/lymph.7494
10.2478/fcds-2025-0019
10.28991/scimedj-2023-05-02-01
10.31557/apjcp.2024.25.10.3609
10.32604/cmc.2024.054591
10.32604/cmes.2025.061623
10.32604/cmes.2025.068212
10.32604/cmes.2025.072650
10.32628/cseit25113395
10.3389/frai.2025.1560523
10.3389/frsip.2024.1479244
10.3390/ai6070151
10.3390/biomedinformatics5030054
10.3390/cmsf2025010013
10.3390/computation13010008
10.3390/diagnostics13051001
10.3390/diagnostics13101815
10.3390/diagnostics15151950
10.3390/jpm13091393
10.3390/math11020289
10.3390/s25123625
10.3390/s25144492
10.3991/ijoe.v19i14.42725
10.3991/ijoe.v20i02.44845
10.4236/oalib.1111511
10.62438/tunismed.v103i1.5401
10.71480/nmj.v66i3.748
10.7189/jogh.15.04264
10.9734/jocamr/2024/v25i8560
10.1002/alz70856_098859
10.1002/ima.22965
10.1002/spe.3264
10.1007/s00521-024-10916-6
10.1007/s10278-025-01644-x
10.1007/s11042-024-19989-w
10.1007/s13755-022-00203-w
10.1007/s44163-025-00305-w
10.1016/j.aej.2024.12.120
10.1016/j.bbe.2024.11.005
10.1016/j.cca.2024.119974
10.1016/j.compbiomed.2024.108798
10.1016/j.compbiomed.2025.109872
10.1016/j.compbiomed.2025.110250
10.1016/j.compbiomed.2025.110375
10.1016/j.compbiomed.2025.110406
10.1016/j.engappai.2023.107261
10.1016/j.engappai.2025.111594
10.1016/j.eswa.2025.128017
10.1016/j.health.2024.100319
10.1016/j.health.2024.100373
10.1016/j.ibmed.2025.100252
10.1016/j.ibmed.2025.100312
10.1016/j.identj.2025.104785
10.1016/j.ijmedinf.2023.105228
10.1016/j.ijmedinf.2025.106166
10.1016/j.ijtb.2024.12.001
10.1016/j.imu.2023.101293
10.1016/j.ins.2023.119005
10.1016/j.jradnu.2024.12.004
10.1016/j.procs.2024.06.341
10.1016/j.rineng.2024.102459
10.1016/j.rineng.2025.107581
10.1016/j.sciaf.2025.e02963
10.1038/s41467-024-49245-6
10.1038/s41598-023-41545-z
10.1038/s41598-023-50475-9
10.1038/s41598-024-60027-4
10.1038/s41598-024-64004-9
10.1038/s41598-024-72923-w
10.1038/s41598-024-78015-z
10.1038/s41598-024-81510-y
10.1038/s41598-025-00519-z
10.1038/s41598-025-06310-4
10.1038/s41598-025-22381-9
10.1038/s41598-025-27303-3
10.1038/s41598-025-92187-2
10.1038/s41598-025-93950-1
10.1038/s41598-025-95390-3
10.1038/s41598-025-99990-x
10.1056/aioa2400018
10.1080/00051144.2023.2220207
10.1093/comjnl/bxaf009
10.1093/jamiaopen/ooae132
10.1109/access.2023.3286661
10.1109/access.2024.3437181
10.1109/access.2024.3451369
10.1109/adacis59737.2023.10424089
10.1109/atsip62566.2024.10638983
10.1109/cvprw59228.2023.00312
10.1109/cvprw63382.2024.00524
10.1109/edis63605.2024.10783368
10.1109/iatmsi64286.2025.10984531
10.1109/ic_aset58101.2023.10150791
10.1109/ic_etc65981.2025.11141069
10.1109/icast61769.2024.10856490
10.1109/icca59364.2023.10401673
10.1109/icci61671.2024.10485049
10.1109/icci61671.2024.10485178
10.1109/icercs63125.2024.10895279
10.1109/icmisi65108.2025.11115744
10.1109/icngcs64900.2025.11182929
10.1109/icoei56765.2023.10125880
10.1109/icomms66553.2025.11200266
10.1109/ict4da59526.2023.10302234
10.1109/imitec60221.2024.10851021
10.1109/imsa58542.2023.10217455
10.1109/imsa58542.2023.10217501
10.1109/imsa65733.2025.11166690
10.1109/imsa65733.2025.11167683
10.1109/inc465408.2025.11256479
10.1109/ispa59904.2024.10536772
10.1109/jbhi.2024.3524079
10.1109/miucc66482.2025.11196821
10.1109/seb4sdg60871.2024.10629982
10.1109/seb4sdg60871.2024.10630392
10.1109/skima59232.2023.10387368
10.1109/src65875.2025.11263620
10.1109/tetci.2025.3641666
10.1111/1750-3841.17421
10.1111/exsy.13298
10.1136/annrheumdis-2024-eular.2367
10.1136/bmjpo-2025-004000
10.1142/s2424922x25500056
10.1145/3607720.3607776
10.1155/2023/4506488
10.1155/acis/2664908
10.11591/ijece.v15i6.pp5347-5359
10.11591/ijeecs.v33.i2.pp1030-1041
10.11591/ijeecs.v35.i2.pp916-932
10.11591/ijeecs.v37.i1.pp347-355
10.11591/ijeecs.v40.i3.pp1232-1240
10.11591/ijres.v14.i2.pp558-574
10.11648/j.ijdst.20251101.11
10.1177/08953996251314765
10.1186/s12879-025-10916-4
10.1186/s12880-024-01292-7
10.1186/s12880-025-01630-3
10.1186/s12884-025-07248-1
10.1186/s12889-024-19566-8
10.1186/s12889-025-24850-2
10.1186/s12905-024-02893-8
10.1186/s12911-023-02102-w
10.1186/s12911-023-02167-7
10.1186/s12911-024-02840-5
10.1186/s12911-025-02874-3
10.1186/s40001-025-03348-y
10.1186/s41043-025-01095-8
10.1186/s44247-025-00197-x
10.1371/journal.pdig.0000309
10.1371/journal.pdig.0000707
10.1371/journal.pone.0296625
10.1371/journal.pone.0300172
10.1371/journal.pone.0305628
10.1371/journal.pone.0327743
10.1371/journal.pone.0328338
10.1371/journal.pone.0334217
10.20428/jst.v30i6.2864
10.21608/cjmss.2024.290167.1053
10.21608/edj.2024.300530.3096
10.21608/ifjsis.2023.211165.1021
10.21608/jesaun.2025.369613.1457
10.21608/jocc.2023.282098
10.21608/kjis.2023.220945.1014
10.2196/68066
10.25259/kmj_22_2025
10.32604/cmc.2024.052153
10.32604/cmc.2024.052404
10.33633/jais.v8i1.7547
10.3389/fcvm.2024.1365481
10.3389/fgwh.2025.1488391
10.3389/fmolb.2024.1430794
10.3389/fninf.2024.1444650
10.3389/fnut.2023.1277048
10.3389/fnut.2024.1397399
