AUTHOR_KEY,AFFILIATION_REGION,HINDEX_OA,CITATIONS_OA,WORKS_COUNT_OA
oa:A5101959940,Outside Africa,34,7940,185
oa:A5011155311,Outside Africa,34,3620,85
oa:A5101562627,Outside Africa,34,4773,133
oa:A5060185931,Outside Africa,34,4953,157
oa:A5055628319,Africa,34,3407,133
oa:A5039288262,Outside Africa,34,3210,230
oa:A5101789974,Outside Africa,34,5278,219
oa:A5030939801,Outside Africa,34,4909,301
oa:A5083882358,Outside Africa,34,4199,159
oa:A5024738405,Outside Africa,34,4517,148
oa:A5086318752,Outside Africa,34,4892,171
oa:A5091790444,Outside Africa,34,3554,131
oa:A5027465727,Outside Africa,34,6924,160
oa:A5036773854,Outside Africa,34,4165,468
oa:A5007535603,Outside Africa,34,4369,206
oa:A5073175295,Africa,34,4177,227
oa:A5047568394,Africa,34,4301,192
oa:A5011155311,Africa,34,3620,85
oa:A5002206405,Outside Africa,34,5184,247
oa:A5020515597,Outside Africa,34,4669,230
oa:A5020515597,Africa,34,4669,230
oa:A5001263015,Outside Africa,34,5599,141
oa:A5008063899,Outside Africa,34,6301,160
oa:A5031054535,Outside Africa,34,4386,147
oa:A5078662843,Africa,34,8467,175
oa:A5003827620,Outside Africa,34,5517,161
oa:A5084913815,Outside Africa,34,3312,200
oa:A5059915468,Outside Africa,34,3973,234
oa:A5014703174,Outside Africa,34,3589,244
oa:A5102889969,Outside Africa,34,13287,128
oa:A5031054535,Africa,34,4386,147
oa:A5009011230,Outside Africa,34,4606,141
oa:A5009992645,Outside Africa,34,4899,221
oa:A5085699342,Outside Africa,34,3914,134
oa:A5058650449,Outside Africa,33,3173,201
oa:A5013552926,Outside Africa,33,4943,310
oa:A5010230468,Outside Africa,33,4189,386
oa:A5038788686,Outside Africa,33,6146,215
oa:A5036297031,Africa,33,4897,82
oa:A5023330091,Outside Africa,33,4459,251
oa:A5022546339,Outside Africa,33,4452,85
oa:A5092500983,Outside Africa,33,3652,153
oa:A5082967971,Outside Africa,33,6625,135
oa:A5058650449,Africa,33,3173,201
oa:A5021718985,Outside Africa,33,5352,144
oa:A5089547582,Outside Africa,33,3231,249
oa:A5025983072,Outside Africa,33,4245,237
oa:A5054315649,Africa,33,4373,255
oa:A5010147041,Outside Africa,33,2854,142
oa:A5006453222,Africa,33,2722,152
oa:A5013570032,Outside Africa,33,3578,275
oa:A5018495631,Outside Africa,33,3628,102
oa:A5079382054,Outside Africa,33,3881,291
oa:A5023479813,Africa,33,2345,181
oa:A5080351759,Outside Africa,33,9499,125
oa:A5061137052,Outside Africa,33,3856,379
oa:A5051713434,Outside Africa,33,4109,218
oa:A5030977825,Outside Africa,33,4266,214
oa:A5041638141,Africa,33,4697,443
oa:A5086800447,Outside Africa,33,6346,121
oa:A5063092296,Africa,33,3499,243
oa:A5078742860,Outside Africa,33,5090,438
oa:A5016766601,Outside Africa,33,3173,163
oa:A5026930868,Africa,33,3103,88
oa:A5089532923,Outside Africa,33,5780,212
oa:A5036391115,Africa,33,25033,134
oa:A5019231404,Outside Africa,33,3917,239
oa:A5083611404,Outside Africa,33,3348,144
oa:A5001436657,Africa,33,5983,499
oa:A5000197017,Africa,33,23524,131
oa:A5028706392,Africa,33,3356,114
oa:A5007882853,Outside Africa,33,3347,175
oa:A5005165503,Outside Africa,33,4765,170
oa:A5086525697,Outside Africa,33,4487,91
oa:A5073553172,Outside Africa,33,5562,240
oa:A5078317952,Outside Africa,32,3057,149
oa:A5067940140,Outside Africa,32,3485,122
oa:A5078916747,Outside Africa,32,2841,82
oa:A5072346483,Outside Africa,32,3186,112
oa:A5007118814,Africa,32,3877,307
oa:A5016935810,Africa,32,5502,188
oa:A5047511421,Outside Africa,32,3098,136
oa:A5076666788,Outside Africa,32,7795,131
oa:A5023321591,Africa,32,3100,96
oa:A5033298926,Outside Africa,32,3428,138
oa:A5014979001,Africa,32,3234,135
oa:A5100454797,Outside Africa,32,3630,240
oa:A5102765877,Outside Africa,32,4340,168
oa:A5080575230,Africa,32,3589,114
oa:A5035356286,Outside Africa,32,4316,127
oa:A5027271527,Outside Africa,32,3024,115
oa:A5039191048,Outside Africa,32,4076,209
oa:A5047802528,Outside Africa,32,3992,200
oa:A5026191243,Outside Africa,32,3131,201
oa:A5065154623,Africa,32,3559,180
oa:A5037251964,Outside Africa,32,4721,342
oa:A5081054196,Outside Africa,32,4037,146
oa:A5019239831,Outside Africa,32,4795,80
oa:A5103113251,Outside Africa,32,4179,164
oa:A5109210098,Africa,32,2838,143
oa:A5083618632,Outside Africa,32,9861,111
oa:A5101841407,Outside Africa,32,4272,212
oa:A5080056102,Outside Africa,32,3027,92
oa:A5023828527,Outside Africa,32,4378,126
oa:A5012910949,Outside Africa,32,4646,251
oa:A5050772577,Outside Africa,32,6163,202
oa:A5038023201,Outside Africa,32,3356,91
oa:A5024213619,Outside Africa,32,3778,143
oa:A5002035967,Outside Africa,32,4690,236
oa:A5018531632,Africa,32,4172,553
oa:A5044015235,Outside Africa,32,4517,180
oa:A5026263106,Africa,32,3850,321
oa:A5037359435,Africa,31,40773,245
oa:A5028898335,Africa,31,3283,136
oa:A5060312310,Outside Africa,31,3421,185
oa:A5055666615,Outside Africa,31,2842,164
oa:A5089849898,Outside Africa,31,3049,291
oa:A5028978354,Outside Africa,31,3161,173
oa:A5106129179,Outside Africa,31,4010,186
oa:A5020904317,Outside Africa,31,3911,186
oa:A5037577894,Outside Africa,31,3176,243
oa:A5084829415,Outside Africa,31,3575,258
oa:A5110743548,Outside Africa,31,3258,152
oa:A5077699808,Africa,31,4078,189
oa:A5013393892,Outside Africa,31,3880,187
oa:A5028356071,Outside Africa,31,2611,239
oa:A5019124559,Africa,31,3781,223
oa:A5046704374,Africa,31,2379,116
oa:A5104091256,Outside Africa,31,4612,245
oa:A5028939056,Outside Africa,31,6238,175
oa:A5079927588,Outside Africa,31,8581,102
oa:A5008436166,Outside Africa,31,6428,104
oa:A5091780356,Outside Africa,31,7621,128
oa:A5101585585,Outside Africa,31,3150,100
oa:A5029988843,Outside Africa,31,3335,122
oa:A5035786680,Outside Africa,31,2893,174
oa:A5043802283,Outside Africa,31,4390,101
oa:A5071664405,Outside Africa,31,2728,103
oa:A5067972930,Outside Africa,31,3329,193
oa:A5057137196,Outside Africa,31,3948,142
oa:A5055840066,Africa,31,3476,158
oa:A5028356071,Africa,31,2611,239
oa:A5054340252,Outside Africa,31,4047,146
oa:A5054008313,Outside Africa,31,3847,152
oa:A5001006187,Outside Africa,30,3415,203
oa:A5076095176,Outside Africa,30,3885,198
oa:A5088545047,Outside Africa,30,3789,274
oa:A5037222998,Africa,30,3612,100
oa:A5020941152,Outside Africa,30,3356,81
oa:A5104093915,Outside Africa,30,3351,197
oa:A5023896107,Outside Africa,30,3448,293
oa:A5022074764,Outside Africa,30,5138,212
oa:A5057917983,Outside Africa,30,3685,128
oa:A5016111716,Africa,30,3696,356
oa:A5041229431,Outside Africa,30,2447,74
oa:A5009368063,Outside Africa,30,3319,128
oa:A5035892919,Outside Africa,30,4250,172
oa:A5058113176,Africa,30,3134,128
oa:A5109598022,Africa,30,3638,197
oa:A5067888843,Africa,30,3377,227
oa:A5046995850,Outside Africa,30,2305,108
oa:A5083427785,Africa,30,3562,104
oa:A5103018247,Outside Africa,30,3835,197
oa:A5083548267,Outside Africa,30,3292,298
oa:A5001164203,Outside Africa,30,3140,248
oa:A5056037052,Outside Africa,30,3063,208
oa:A5042916753,Africa,30,3859,264
oa:A5019789422,Outside Africa,30,2961,67
oa:A5062282640,Outside Africa,30,5215,98
oa:A5038948161,Outside Africa,30,3838,95
oa:A5021986193,Outside Africa,30,3825,252
oa:A5029677120,Outside Africa,30,2617,190
oa:A5012210344,Outside Africa,30,3201,189
oa:A5038967126,Outside Africa,30,5068,102
oa:A5015868385,Africa,30,3721,148
oa:A5065914857,Outside Africa,30,4450,102
oa:A5053068895,Africa,30,2987,237
oa:A5014952217,Outside Africa,30,2767,110
oa:A5007930764,Outside Africa,30,4273,172
oa:A5112525499,Outside Africa,30,3613,80
oa:A5100736037,Outside Africa,30,3469,178
oa:A5082920243,Outside Africa,30,3153,111
oa:A5073841537,Africa,30,2938,208
oa:A5078810947,Outside Africa,30,2603,179
oa:A5043849842,Africa,29,4017,130
oa:A5041271242,Outside Africa,29,2513,120
oa:A5002412618,Africa,29,4771,109
oa:A5041837552,Outside Africa,29,2521,159
oa:A5024329457,Outside Africa,29,3540,101
oa:A5033751278,Africa,29,4782,114
oa:A5002785303,Outside Africa,29,5039,88
oa:A5027453910,Outside Africa,29,3307,219
oa:A5087690825,Outside Africa,29,3719,159
oa:A5018614882,Outside Africa,29,2539,151
oa:A5049657219,Outside Africa,29,2101,147
oa:A5108137862,Outside Africa,29,2546,78
oa:A5008456520,Outside Africa,29,2263,140
oa:A5021845515,Outside Africa,29,3794,165
oa:A5001150233,Outside Africa,29,10766,119
oa:A5049957635,Outside Africa,29,3474,121
oa:A5080162772,Outside Africa,29,4138,159
oa:A5010718326,Outside Africa,29,3626,174
oa:A5067129386,Outside Africa,29,2862,223
oa:A5056631091,Outside Africa,29,3568,105
oa:A5101975080,Outside Africa,29,2818,158
oa:A5037019550,Africa,29,2582,195
oa:A5043799996,Africa,29,2854,207
oa:A5080674171,Outside Africa,29,4047,112
oa:A5058826264,Africa,29,3259,81
oa:A5043705756,Outside Africa,29,4633,81
oa:A5071351787,Outside Africa,29,3373,380
oa:A5061620366,Africa,29,3038,136
oa:A5033962634,Outside Africa,29,2309,182
oa:A5078498518,Outside Africa,29,3244,127
oa:A5060629600,Outside Africa,29,2805,210
oa:A5025315149,Outside Africa,29,4731,252
oa:A5077453148,Outside Africa,29,2887,191
oa:A5100400289,Outside Africa,29,2923,106
oa:A5054985920,Outside Africa,29,3541,246
oa:A5081336330,Outside Africa,29,5211,95
oa:A5038058198,Outside Africa,29,2470,153
oa:A5060292830,Outside Africa,29,2561,186
oa:A5000176863,Outside Africa,29,3104,88
oa:A5054932756,Outside Africa,29,2466,155
oa:A5062611320,Outside Africa,28,2711,129
oa:A5066303253,Outside Africa,28,1944,127
oa:A5005065579,Africa,28,2637,197
oa:A5049991876,Outside Africa,28,3294,80
oa:A5064651888,Outside Africa,28,2706,411
oa:A5071054943,Outside Africa,28,2739,279
oa:A5002227806,Outside Africa,28,2427,136
oa:A5100635811,Outside Africa,28,2692,302
oa:A5072004481,Outside Africa,28,2158,144
oa:A5053157475,Outside Africa,28,2190,158
oa:A5079646301,Africa,28,3554,174
oa:A5055981334,Outside Africa,28,2777,151
oa:A5111715541,Outside Africa,28,2330,126
oa:A5053691175,Outside Africa,28,2720,263
oa:A5011694017,Outside Africa,28,3064,143
oa:A5102719344,Outside Africa,28,2885,171
oa:A5036815501,Africa,28,2179,139
oa:A5074460563,Outside Africa,28,3754,301
oa:A5027778889,Outside Africa,28,3562,105
oa:A5033148039,Africa,28,2799,98
oa:A5101410165,Outside Africa,28,3835,200
oa:A5087742789,Outside Africa,28,2077,122
oa:A5004615108,Africa,28,2542,88
oa:A5066957693,Africa,28,1820,66
oa:A5033768095,Outside Africa,28,4618,238
oa:A5059054920,Africa,28,3104,239
oa:A5066686513,Outside Africa,28,2993,147
oa:A5073018134,Outside Africa,28,3369,68
oa:A5030870666,Outside Africa,28,1834,122
oa:A5007021890,Outside Africa,28,3508,94
oa:A5087742789,Africa,28,2077,122
oa:A5061835682,Outside Africa,28,2631,106
oa:A5029555436,Outside Africa,28,3263,296
oa:A5076026790,Outside Africa,28,2569,173
oa:A5035128702,Outside Africa,28,3453,311
oa:A5111995963,Africa,28,2727,232
oa:A5072267052,Africa,28,2743,254
oa:A5065960093,Outside Africa,28,2682,253
oa:A5054172192,Outside Africa,28,2752,135
oa:A5091326586,Outside Africa,28,2394,196
oa:A5012646380,Outside Africa,28,3356,140
oa:A5022950333,Africa,28,2685,187
oa:A5076083494,Outside Africa,27,2889,142
oa:A5050772292,Outside Africa,27,3208,102
oa:A5078767688,Outside Africa,27,3453,115
oa:A5063222348,Outside Africa,27,3208,231
oa:A5069972669,Outside Africa,27,2403,79
oa:A5030675530,Africa,27,3255,111
oa:A5014762349,Outside Africa,27,3459,203
oa:A5063132082,Africa,27,2106,120
oa:A5000895011,Outside Africa,27,3024,149
oa:A5050772292,Africa,27,3208,102
oa:A5047970595,Outside Africa,27,7865,125
oa:A5018051754,Outside Africa,27,2554,135
oa:A5039224060,Outside Africa,27,3396,128
oa:A5052291085,Outside Africa,27,2477,105
oa:A5078990921,Africa,27,2915,110
oa:A5035869293,Outside Africa,27,8144,137
oa:A5084306484,Outside Africa,27,3001,212
oa:A5043749046,Africa,27,2122,102
oa:A5010631282,Outside Africa,27,2302,211
oa:A5060561623,Outside Africa,27,2777,150
oa:A5059536477,Africa,27,2703,124
oa:A5089795791,Africa,27,2268,106
oa:A5035116666,Outside Africa,27,2117,107
oa:A5090966997,Outside Africa,27,11441,68
oa:A5044173766,Outside Africa,27,3010,73
oa:A5016077959,Outside Africa,27,2665,112
oa:A5103356861,Outside Africa,27,2829,102
oa:A5062823430,Outside Africa,27,2664,168
oa:A5100453807,Outside Africa,27,2253,144
oa:A5055559084,Outside Africa,27,2528,112
oa:A5039006455,Outside Africa,27,2069,128
oa:A5029121877,Outside Africa,26,2383,185
oa:A5088282276,Outside Africa,26,2398,223
oa:A5030115542,Outside Africa,26,3150,136
oa:A5021024982,Outside Africa,26,2298,80
oa:A5079371044,Africa,26,1225,53
oa:A5090952442,Outside Africa,26,2003,133
oa:A5021666689,Africa,26,2476,92
oa:A5014096185,Africa,26,1938,75
oa:A5056367589,Africa,26,1534,85
oa:A5052232234,Outside Africa,26,2819,161
oa:A5048944548,Africa,26,3521,269
oa:A5011814216,Outside Africa,26,3215,103
oa:A5073516843,Africa,26,1770,170
oa:A5065336747,Africa,26,2905,94
oa:A5034868132,Outside Africa,26,3408,143
oa:A5081589852,Africa,26,2258,225
oa:A5033979262,Outside Africa,26,2672,161
oa:A5071394783,Outside Africa,26,2858,93
oa:A5033846551,Africa,26,2907,135
oa:A5008264686,Outside Africa,26,2279,132
oa:A5035784306,Outside Africa,26,2378,141
oa:A5038367387,Outside Africa,26,2435,171
oa:A5049534388,Africa,26,3150,155
oa:A5084006208,Outside Africa,26,2672,198
oa:A5101524043,Outside Africa,26,3320,149
oa:A5031989062,Outside Africa,26,2705,156
oa:A5071988386,Outside Africa,26,2437,186
oa:A5068362037,Outside Africa,26,3671,133
oa:A5055300515,Outside Africa,26,1861,165
oa:A5073687122,Outside Africa,26,2162,130
oa:A5037131693,Outside Africa,26,2177,146
oa:A5042829095,Outside Africa,26,1634,71
oa:A5000753874,Outside Africa,26,3101,129
oa:A5003450734,Africa,26,2820,113
oa:A5038716495,Outside Africa,26,2558,121
oa:A5031313262,Outside Africa,26,3084,62
oa:A5007975900,Africa,26,3221,130
oa:A5003418175,Africa,26,1645,99
oa:A5026712287,Outside Africa,25,2473,177
oa:A5037623220,Africa,25,3679,40
oa:A5052322594,Outside Africa,25,2871,89
oa:A5008977229,Outside Africa,25,3379,134
oa:A5049491814,Outside Africa,25,2101,129
oa:A5050429559,Outside Africa,25,4176,91
oa:A5026712287,Africa,25,2473,177
oa:A5064506479,Africa,25,2764,304
oa:A5004069904,Outside Africa,25,2143,126
oa:A5003500465,Africa,25,1960,175
oa:A5030348316,Outside Africa,25,2208,166
oa:A5059421884,Outside Africa,25,3457,193
oa:A5074703787,Africa,25,2270,198
oa:A5046897313,Outside Africa,25,2428,170
oa:A5102015065,Africa,25,2672,171
oa:A5062540562,Outside Africa,25,4517,145
oa:A5040482116,Outside Africa,25,2138,140
oa:A5090659568,Outside Africa,25,1801,233
oa:A5003921571,Africa,25,3291,230
oa:A5076134247,Outside Africa,25,2896,141
oa:A5021736301,Outside Africa,25,3260,139
oa:A5112445338,Outside Africa,25,2609,81
oa:A5063193219,Africa,25,2059,180
oa:A5038886321,Africa,25,2416,100
oa:A5105655211,Outside Africa,25,1850,81
oa:A5035863026,Outside Africa,25,2787,350
oa:A5029929754,Outside Africa,25,1952,99
oa:A5004803772,Africa,25,2421,196
oa:A5017833470,Outside Africa,25,1728,177
oa:A5027149971,Outside Africa,25,2120,72
oa:A5103232252,Outside Africa,25,2916,221
oa:A5068743856,Africa,25,2295,186
oa:A5067164546,Outside Africa,25,3710,332
oa:A5037540489,Outside Africa,25,2043,115
oa:A5067481093,Outside Africa,25,1962,90
oa:A5007317719,Outside Africa,25,2248,70
oa:A5027897280,Africa,25,2300,177
oa:A5012779371,Outside Africa,25,1704,115
oa:A5059651843,Africa,25,2493,167
oa:A5041468862,Africa,25,2131,274
oa:A5051158911,Outside Africa,25,1914,104
oa:A5088018912,Outside Africa,25,1965,80
oa:A5005159847,Outside Africa,25,3629,89
oa:A5043322097,Africa,24,3284,123
oa:A5075500839,Outside Africa,24,1798,131
oa:A5085667966,Outside Africa,24,2759,100
oa:A5001078077,Outside Africa,24,3156,93
oa:A5072722978,Outside Africa,24,1735,161
oa:A5085489082,Outside Africa,24,1840,90
oa:A5082173308,Outside Africa,24,2277,161
oa:A5063810826,Outside Africa,24,1213,70
oa:A5012532077,Africa,24,2186,178
oa:A5063114495,Africa,24,1744,109
oa:A5046872615,Africa,24,2111,89
oa:A5048675936,Outside Africa,24,2350,185
oa:A5100453421,Outside Africa,24,2311,213
oa:A5091747108,Outside Africa,24,2126,166
oa:A5101499412,Outside Africa,24,2080,115
oa:A5021230819,Outside Africa,24,2726,82
oa:A5109097306,Outside Africa,24,3560,42
oa:A5082952707,Outside Africa,24,1656,116
oa:A5019458989,Africa,24,2032,147
oa:A5056835004,Outside Africa,24,1607,119
oa:A5068981667,Outside Africa,24,2626,60
oa:A5002204022,Outside Africa,24,1721,108
oa:A5017211412,Africa,24,1852,94
oa:A5033082036,Outside Africa,24,2762,160
oa:A5075489748,Africa,24,3088,153
oa:A5056879425,Outside Africa,24,1934,160
oa:A5038150152,Outside Africa,24,1960,134
oa:A5060358836,Africa,24,2158,172
oa:A5006859415,Outside Africa,24,1795,96
oa:A5001984725,Outside Africa,24,1702,129
oa:A5017120492,Africa,24,1979,190
oa:A5087313412,Outside Africa,24,1883,110
oa:A5015753281,Outside Africa,24,1773,156
oa:A5022474498,Outside Africa,24,2017,179
oa:A5015923093,Outside Africa,24,1910,216
oa:A5075376700,Outside Africa,24,2114,78
oa:A5020921099,Outside Africa,24,1894,148
oa:A5001569259,Africa,24,1789,172
oa:A5042114943,Outside Africa,24,2298,184
oa:A5061841180,Outside Africa,24,1870,131
oa:A5026138130,Outside Africa,24,1706,181
oa:A5061826016,Africa,24,2652,203
oa:A5035411817,Outside Africa,24,1907,104
oa:A5087463343,Africa,24,3645,229
oa:A5089929715,Outside Africa,23,1911,101
oa:A5050567281,Africa,23,1911,71
oa:A5114334565,Africa,23,2429,42
oa:A5068135962,Outside Africa,23,2017,68
oa:A5102761571,Outside Africa,23,1536,69
oa:A5087782239,Outside Africa,23,2367,48
oa:A5034530257,Outside Africa,23,1845,113
oa:A5004618535,Africa,23,2124,86
oa:A5063803070,Africa,23,1847,177
oa:A5023595045,Africa,23,2168,74
oa:A5085811655,Outside Africa,23,1487,50
oa:A5024186686,Outside Africa,23,2138,131
oa:A5020745263,Outside Africa,23,1827,159
oa:A5008339202,Outside Africa,23,2160,108
oa:A5037239790,Outside Africa,23,11478,92
oa:A5083108215,Outside Africa,23,2278,158
oa:A5082234493,Africa,23,2410,295
oa:A5071672763,Africa,23,1467,51
oa:A5054608866,Outside Africa,23,1439,115
oa:A5088462615,Africa,23,1777,130
oa:A5037685353,Outside Africa,23,1621,165
oa:A5091859980,Outside Africa,23,3441,102
oa:A5048723385,Outside Africa,23,1776,137
oa:A5044381440,Outside Africa,23,4582,56
oa:A5031529146,Africa,23,2257,47
oa:A5014749045,Outside Africa,23,1721,53
oa:A5103185178,Africa,23,1446,134
oa:A5059667465,Outside Africa,23,1503,95
oa:A5047780995,Outside Africa,23,1904,203
oa:A5046162660,Outside Africa,23,1847,65
oa:A5012435946,Outside Africa,23,1648,97
oa:A5086850534,Outside Africa,23,2159,65
oa:A5078495751,Africa,23,1810,199
oa:A5033845854,Outside Africa,23,1651,75
oa:A5070540703,Outside Africa,23,2563,89
oa:A5030151797,Outside Africa,23,1947,95
oa:A5023595045,Outside Africa,23,2168,74
oa:A5042544444,Africa,23,1992,90
oa:A5022808978,Africa,23,1874,113
oa:A5103185178,Outside Africa,23,1446,134
oa:A5035554662,Outside Africa,23,1733,96
oa:A5024787671,Outside Africa,23,15771,119
oa:A5003003437,Outside Africa,23,1326,96
oa:A5052535072,Outside Africa,23,1870,139
oa:A5050849172,Africa,23,2066,146
oa:A5006946714,Outside Africa,23,2335,209
oa:A5038257377,Outside Africa,23,1943,85
oa:A5074771735,Outside Africa,23,1751,111
oa:A5011636452,Outside Africa,23,1760,88
oa:A5032694100,Outside Africa,23,1859,81
oa:A5079120942,Outside Africa,23,1763,142
oa:A5080412519,Outside Africa,23,1878,137
oa:A5000386416,Outside Africa,23,1939,76
oa:A5013766608,Outside Africa,23,2260,74
oa:A5023082133,Africa,23,1348,93
oa:A5001432896,Outside Africa,22,5627,71
oa:A5036784649,Outside Africa,22,1584,83
oa:A5111316249,Africa,22,1358,49
oa:A5085655333,Africa,22,2452,83
oa:A5080080797,Outside Africa,22,1472,88
oa:A5065550700,Outside Africa,22,1463,137
oa:A5072745905,Outside Africa,22,1866,157
oa:A5012979408,Outside Africa,22,1795,132
oa:A5077046779,Outside Africa,22,2127,161
oa:A5066475844,Africa,22,2058,302
oa:A5079271428,Outside Africa,22,1919,208
oa:A5010024024,Africa,22,2033,73
oa:A5100658676,Outside Africa,22,1860,88
oa:A5082460351,Africa,22,1632,110
oa:A5053998098,Africa,22,3298,164
oa:A5014832252,Outside Africa,22,1548,115
oa:A5101601603,Outside Africa,22,1980,89
oa:A5074959490,Outside Africa,22,1730,115
oa:A5057182375,Outside Africa,22,2083,87
oa:A5028207573,Outside Africa,22,1484,144
oa:A5033753600,Outside Africa,22,1878,354
oa:A5053445061,Outside Africa,22,2756,160
oa:A5107960490,Africa,22,3743,82
